"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Bali Thai (Waterway Point)","Indonesian, Thai, Fusion, Halal Certified",NA,"$$","Casual Dining","Punggol","83 Punggol Central#B1-13Waterway PointSingapore (828761) ","828761","1.40643915592695","103.902172250042"
"BAM! Restaurant","Spanish, Vegetarian Friendly","Tue-Sat: 12-2pm (Last Seating: 1:30pm), 6-10:30pm (Last Seating: 9:30pm)Closed Monday and Sunday","$$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Romantic Dates","Tanjong Pagar, Duxton","38 Tras StreetSingapore (078977) ","078977","1.27840011500572","103.844268889102"
"Bangkok Jam (Marina Square)","Thai","Mon-Thu: 11:30am-3:30pm, 5:30-9:30pmFri-Sun: 11:30am-9:30pm","$$","Casual Dining, Kid Friendly","Promenade, Marina Central","6 Raffles Boulevard#02-105B/CMarina SquareSingapore (039594) ","039594","1.29097199909542","103.857575411708"
"Bao Makers","Bar, Cafe","Tue-Thu: 12-3pm, 6-9pmFri: 12-3pm, 6-10pmSat: 12-3:30pm, 6-10pmSun: 12-3:30pmClosed Monday","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Chinatown, Keong Saik, Outram","4 Jiak Chuan RoadSingapore (089261) ","089261","1.27959218779586","103.841765871585"
"Bar Bar Black Sheep (Bukit Timah)","American, Bar, Indian, Vegetarian Friendly, Southeast Asian, Burgers","Mon-Sun: 12-10:30pm","$$","Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Bukit Timah","879 Bukit Timah RoadSingapore (279892) ","279892","1.3326759841614","103.791149994041"
"Bar Bar Black Sheep (Robertson Quay)","American, Bar, Indian, Vegetarian Friendly, Local, Southeast Asian, Burgers, BBQ","Mon-Sun: 12-10:30pm","$$","Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Robertson Quay","86 Robertson Quay#01-04Singapore (238245) ","238245","1.29026307473852","103.837158903917"
"Bar Bar Q","Bar, Chinese, BBQ","Mon-Sun: 12-10:30pm","$$$","Al Fresco, City Views, Casual Dining, Drinks, Private Functions","Promenade","3 Temasek Boulevard#01-602Suntec City Tower 4Singapore (038983) ","038983","1.29432416524256","103.860371993025"
"BAR.CELONA","Spanish","Tue-Sat: 5-11pmSun: 4-11pmClosed Monday","$$$","Fine Dining, Drinks, Romantic Dates","Robertson Quay","30 Robertson Quay #01-10/11Singapore (238251) ","238251","1.29123960983988","103.841280608041"
"Barcelona","Bar, Spanish, Fusion","Mon-Sat: 5-11pmClosed Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Romantic Dates, Large Parties (16+)","Outram","44 Bukit Pasoh RoadSingapore (089857) ","089857","1.27972439942239","103.840535690401"
"Barossa Steak & Grill","Bar, Australian, Steakhouse, Burgers","Mon-Fri: 12-3pm (Last order: 2:30pm), 5-10pm (Last order: 9:30pm)Sat-Sun: 11am-10pm (Last order: 9:30pm)","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Quiet Dinner, Romantic Dates","Harbourfront","1 HarbourFront Walk#01-161/162VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"basdban","Bar, Chinese, Fusion, Southeast Asian",NA,"$$$","Al Fresco, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates","Telok Ayer","51 Telok Ayer Street#01-01Singapore (048441) ","048441","1.28286636225753","103.849289233227"
"Basil & Thyme","Thai, Fusion, Vegetarian Friendly, Burgers, BBQ","Tue-Fri: 1:30-9:30pmSat-Sun: 11:30am-2:30pm, 5-10:30pmClosed Monday","$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Quiet Dinner, Romantic Dates","East Coast","920 East Coast Parkway#01-20 to 24Parkland GreenSingapore (449875) ","449875","1.29892593488432","103.906730601853"
"Basilico","Italian, Vegetarian Friendly","Mon-Fri: 12-2:30pm, 6-9:30pmSat-Sun: 12-3pm, 6-9:30pm","$$$$","Al Fresco, Business Meetings, Kid Friendly, Private Functions","Orchard, Tanglin","1 Cuscaden RoadLevel 2Regent SingaporeSingapore (249715) ","249715","1.30465158301868","103.824907858738"
"Basque Kitchen by Aitor","Spanish, Vegetarian Friendly",NA,"$$$$","Business Meetings, Fine Dining, Casual Dining, Drinks, Private Functions","Fullerton","3 Fullerton Road #02-01/02/03 The Fullerton Waterboat House Singapore (049215) ","049215","1.28705068989413","103.853593377224"
"Bayswater Kitchen","Bar, Fusion, Seafood","Tue-Thu: 11:30am-3pm (Last Order: 2:30pm), 6-10pm (Last Order: 9:30pm)Fri: 11:30am-3pm (Last Order: 2:30pm), 6-10.30pm (Last Order: 10pm)Sat & PH Eve: 6-10:30pm (Last Order: 10pm)Sun & PH: 11am-3:30pm (Last Order: 3pm), 6-10pm (Last Order: 9:30pm)Closed Monday","$$$","Casual Dining, Kid Friendly, Private Functions, Quiet Dinner","Harbourfront","2 Keppel Bay VistaMarina At Keppel BaySingapore (098382) ","098382","1.26398120067494","103.812517727327"
"Beach Road Kitchen (JW Marriott Singapore South Beach)","Buffet, Chinese, Indonesian, Italian, International, Seafood, Vegetarian Friendly, Local","Fri: 6-10pmSat: 12-2:30pm, 6-10pmSun: 12-3pm, 6-10pmClosed Monday to Thursday","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly","City Hall, Bugis, Marina Central","30 Beach RoadJW Marriott Singapore South BeachSingapore (189763) ","189763","1.29468701742485","103.855528738059"
"The Beacon","Bar, Italian","Mon-Wed: 5pm-4amFri-Sat: 5pm-4amSun: 5pm-1amClosed Thursday","$$$","Al Fresco, Casual Dining, Drinks, Large Parties (16+)","City Hall","6 Raffles Boulevard#01-01/02/03Marina SquareSingapore (039594) ","039594","1.29097199909542","103.857575411708"
"Beast & Butterflies","Bar, Modern European, Fusion, Modern Asian","Mon-Thu: 6:30-10am, 11:30am-10pmFri: 6:30-10am, 11:30am-11pmSat: 6:30-10am, 11am-11pmSun: 6:30-10am, 11am-10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Robertson Quay","90 Robertson QuaySingapore (238259) ","238259","1.29083412595769","103.837280353189"
"Beats Bites & Cocktails","Bar, Modern European, Japanese, Fusion, International, Vegetarian Friendly, Modern Asian","Wed-Fri: 3-10:30pmSat: 5-10:30pmSun: 1-4pmClosed Monday & Tuesday","$$$","Al Fresco, Business Meetings, Drinks, Private Functions, Romantic Dates","Tanjong Pagar","8 Bukit Pasoh RoadSingapore (089822) ","089822","1.27881938580552","103.840979812235"
"Bedrock Bar & Grill","American, Steakhouse","Mon-Sun: 12-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:45pm)","$$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner","Orchard","96 Somerset Road#01-05Pan Pacific Serviced Suites OrchardSingapore (238163) ","238163","1.30088651709242","103.837908858018"
"Bedrock Origin","Seafood, Steakhouse","Mon-Sun: 7-10:30am (Last Order: 9:30am), 12-3pm (Last Order: 2:30pm), 6-10:30pm (Last Order: 9:30pm)","$$$$$","Pet Friendly","Sentosa","23 Beach View Palawan Ridge#01-02Oasia Resort Sentosa HotelSingapore (098679) ","098679","1.25324887401431","103.819866102572"
"Bee's Knees","Vegetarian Friendly, Cafe","Mon-Sun:8am-10pm","$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Large Parties (16+)","Bukit Timah","50 Cluny Park RoadLevel 1The GarageSingapore Botanic GardensSingapore (257488) ","257488","1.31887960614941","103.815580624329"
"Bee's Knees Urban","Bar, Modern European","Mon-Fri: 8am-10:30pmClosed Saturday & Sunday","$$","Casual Dining, Drinks","Raffles Place","86 Market Street#01-02Singapore (048947) ","048947","1.28390006495234","103.850005961205"
"Bei Fang Ren Jia","Chinese, Seafood, Local, BBQ","Mon-Sun: 11:30am-11pm","$$$","Business Meetings, City Views, Fine Dining, Casual Dining, Drinks, Quiet Dinner","Serangoon","322 Serangoon RoadSingapore (218109) ","218109","1.31137202612107","103.855321481008"
"Beirut Grill","Middle Eastern, Vegetarian Friendly","Mon-Fri: 11:30am-10pmSat-Sun: 11:30am-11pm","$$","Al Fresco, Casual Dining, Drinks","Bugis","72 Bussorah StreetSingapore (199485) ","199485","1.30081474017659","103.8599572091"
"Bella Pasta","Italian","Mon-Fri 11:30am-1:30pm, 6-10pmSat, Sun & PH: 11.30am-11pmClosed Tuesday","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Robertson Quay","30 Robertson Quay#01-09Riverside View Singapore (238251) ","238251","1.29123960983988","103.841280608041"
"Bella Pizza","Italian","Tue-Fri:12-3pm, 6-11pmSat-Sun:11:30am-3pm, 5:30-11:30pmClosed Monday","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions","Robertson Quay","30 Robertson Quay #01-14 Riverside ViewSingapore (238251) ","238251","1.29123960983988","103.841280608041"
"Belo Cafe","Fusion, All-Day Breakfast, Cafe, Burgers","Mon-Thu: 11am-11:30pmFri: 11am-1:30amSat: 9am-1:30amSun: 9am-11:30pmEve of PH: 11am-12amPH: 9am-12am","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Thomson","222 Upper Thomson RoadSingapore (574354) ","574354","1.35291155658189","103.835310178493"
"Beng Hiang Restaurant","Chinese","Mon-Sun: 11:30am-2:30pm, 6-9:30pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions","Jurong","135 Jurong Gateway Road #02-337 Singapore (600135) ","600135","1.333825407445","103.739676885744"
"Beng Who Cooks","Fusion, International, Local","Mon-Sat: 5-10pmClosed Sunday","$$$","Business Meetings, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Outram","39 Neil RoadSingapore (088823) ","088823","1.27968731107005","103.842940214113"
"Beppu Menkan Restaurant","Japanese","Mon-Fri: 11am-3pm, 6-10pmSat: 11am-10pmPH: 12-9pmClosed Sunday","$$","Al Fresco, Casual Dining, Kid Friendly","Chinatown","3 Pickering Street# 01-32/33 China Square Central Nankin Row Singapore (048660)","048660","1.28436800095842","103.847363778038"
"The Best Brew","Bar, International, Local, Burgers","Mon-Sun: 8:30am-10:30pm","$$","Al Fresco, Casual Dining, Drinks","Robertson Quay","382 Havelock RoadFour Points by Sheraton Singapore, RiverviewSingapore (169629) ","169629","1.28937099358897","103.836603810879"
"Beurre","Modern European, Modern Asian","Mon: 5-11pm (Last Order: 10pm)Tue-Sat: 12-3pm (Last Order: 2:30pm), 5-11pm (Last Order: 10pm)Closed Sunday","$$","Casual Dining, Private Functions, Romantic Dates","Duxton, Keong Saik","23 Bukit Pasoh RoadSingapore (089837) ","089837","1.2790586747327","103.840510833276"
"Bijan Restaurant","Indonesian, Malaysian, Seafood, Local, Southeast Asian, Peranakan, Halal Certified, Modern Asian","Tue-Fri: 12-9:30pmSat-Sun & PH: 12-10:30pmClosed Monday","$$","Business Meetings, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner, Romantic Dates","Paya Lebar","511 Guillemard Road #B1-02/09 Grandlink Square Singapore (399849) ","399849","1.3141912983094","103.891500511011"
"Binary","Bar, International, Vegetarian Friendly","Mon-Sun: 11:30am-10:30pm (Last Order: 9:30pm)","$$$","Al Fresco, City Views, Casual Dining, Drinks","Orchard","390 Orchard Road #01-01a Palais RenaissanceSingapore (238871) ","238871","1.30665484543191","103.829588045188"
"Bincho at Hua Bee","Japanese","Tue-Wed: 6pm-12amThu-Sun: 12-3pm (Last Order: 2:30pm), 6pm-12amClosed Monday","$$$$","Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Tiong Bahru","78 Moh Guan Terrace #01-19 Singapore (162078) ","162078","1.28363327298815","103.830492514551"
"Bincho at Min Jiang","Japanese","Tue-Sun: 12-3pm (Last Order: 2:30pm), 6pm-12am (Last Order: 9:30pm (Food), 10:30pm (Drinks))Closed Monday","$$$$$","Business Meetings, Drinks, Quiet Dinner","Dempsey","7A/B Dempsey Road Singapore (249684) ","249684","1.30468170960651","103.808035494141"
"Binomio","Spanish","Mon-Fri: 12-2pm, 5:30-10pmSat: 5:30-10pmClosed Sunday","$$$","Business Meetings, Fine Dining, Drinks, Quiet Dinner, Romantic Dates, Large Parties (16+)","Tanjong Pagar, Duxton","20 Craig Road #01-02Singapore (089692) ","089692","1.27803124712698","103.84238791264"
"Birds of a Feather","Bar, Chinese, Fusion, Cafe","Mon-Thu: 11am-3pm, 5-10:30pmFri-Sun: 11am-10:30pm","$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Chinatown, Telok Ayer","115 Amoy Street #01-01 Singapore (069935) ","069935","1.28221657543081","103.847571667462"
"Biseryu Japanese Restaurant","Japanese, Fusion, Steakhouse, Cafe, Burgers",NA,"$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner","Orchard","14 Scotts Road #02-59 Far East Plaza Singapore (228213) ","228213","1.30726606438138","103.833735289647"
"Bistro G","Modern European, French","Mon-Sun: 10am-10pm","$$","Business Meetings, Casual Dining, Drinks, Private Functions","Promenade","9 Raffles Blvd#01-79/80Millenia WalkSingapore (039596) ","039596","1.29260544462492","103.859724944443"
"Black Marble","Seafood, Steakhouse, Cafe, Burgers, BBQ","Mon-Sun: 11am-10pm","$$","Casual Dining, Drinks, Quiet Dinner","Holland Village","118 Holland Avenue #02-01 Singapore (278997) ","278997","1.31056351475336","103.796107173318"
"Black Pearl Steakhouse (East Coast)","American, Modern European, French, Australian, Fusion, International, Seafood, Steakhouse, Vegetarian Friendly, Modern Asian","Mon-Sun: 11:30am-3pm, 6-11pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates, Large Parties (16+)","East Coast, Bedok","85 Upper East Coast RoadSingapore (455222) ","455222","1.31340154929847","103.927750511093"
"Black Pearl Steakhouse (Holland Village)","International, Steakhouse, Burgers","Mon-Sun: 11:30am-2:30pm, 6-10:30pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Holland Village","40 Lorong MambongSingapore (277695) ","277695","1.31196950094046","103.794519145925"
"Black Society","Chinese, Seafood, Dim Sum","Mon-Sun: 11am-10pm","$$$","Al Fresco, Business Meetings, City Views, Fine Dining, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Harbourfront","1 HarbourFront Walk#02-156/157VivoCitySingapore (098585) ","098585","1.26427054261311","103.822476140813"
"Blu Kouzina (Dempsey)","Greek","Mon-Fri: 11:30am-3:30pm (Last Order: 2:30pm), 5:30-10pm (Last Order: 9:30pm (Food)), 9:45pm (Drinks))Sat-Sun: 8:30-10:30am, 11:30am-3:30pm (Last Order: 2:30pm), 5:30-10pm (Last Order: 9:30pm (Food), 9:45pm (Drinks))","$$$","Al Fresco, Kid Friendly, Quiet Dinner, Romantic Dates","Dempsey","10 Dempsey Road #01-20Singapore (247700) ","247700","1.30329767270241","103.81041169174"
"Blu Kouzina (Siglap)","Bar, All-Day Breakfast, Greek, Cafe, Burgers, BBQ","Mon-Thu: 11:30am–10pmFri-Sun: 8:30am–10pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","East Coast","907 East Coast Road #01-01 Singapore (459107) ","459107","1.31291496683245","103.924721677755"
"Blue Jasmine","Thai, Vegetarian Friendly",NA,"$$","Al Fresco, Casual Dining, Kid Friendly, Private Functions, Quiet Dinner","Little India","10 Farrer Park Station Road Holiday Inn Singapore Little India Singapore (217564) ","217564","1.31197979820575","103.854778576804"
"Blue Lotus Chinese Eating House","Chinese, Vegetarian Friendly","Mon-Thu: 5:30-10pmFri-Sun: 11:30am-3pm, 5:30-10pm","$$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner","Sentosa","31 Ocean Way #01-13 Quayside IsleSingapore (098375) ","098375","1.24706997908317","103.842182970325"
"BLVD @ Changi","Bar, Cafe","Mon-Fri: 11am-10:30pmSat-Sun: 10:30am-10:30pm","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Changi","5 Changi Business Park Central 1 #01-72/73 Changi City Point Singapore (486038) ","486038","1.33408359331373","103.962946083391"
"BLVD @ MBFC","Bar, Fusion, Burgers","Mon-Fri: 10:30am-10:30pmClosed Saturday & Sunday","$$","Al Fresco, Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Marina Bay","8 Marina Boulevard#01-02Marina Bay Financial Centre Tower 1Singapore (018981) ","018981","1.28007835466725","103.854157456357"
"Bob's Bar","Bar","Mon-Sun: 11:30am-10pm","$$$","Al Fresco, Drinks","Sentosa","1 The Knolls Sentosa Island Singapore (098297) ","098297","1.24945446387238","103.824447113771"
"boCHINche","Bar, Modern European, Steakhouse, South American",NA,"$$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Telok Ayer","27 Club StreetSingapore (069413) ","069413","1.28236175586713","103.846536994008"
"Bodacious","Bar, Fusion, Cafe","Mon-Sat: 11am-10pmClosed Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner","Buona Vista","70 Biopolis Street #01-05 Singapore (138547) ","138547","1.30291803162987","103.7919357017"
"Boeuf Singapore","French, Steakhouse","Mon-Sat: 12-10:30pmClosed Sunday​","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Quiet Dinner","Telok Ayer","159 Telok Ayer Street Singapore (068614) ","068614","1.28035320753948","103.847596327787"
"The Boiler (Esplanade)","Seafood, South American, Cajun","Sun-Thu: 11:30am-2:30pm (Last Order 2:15pm), 5-10:30pm (Last Order 9:15pm)Fri-Sat & Eve of PH: 11:30am-2:30pm (Last Order 2:15pm), 5-10:30pm (Last Order 9:30pm)","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions","City Hall, Esplanade, Marina Central","8 Raffles Avenue01-13AEsplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"The Boiler (Howard Road)","Seafood, South American, Cajun","Sun-Thu: 11:30am-2:30pm (Last Order 2:15pm), 5-10:30pm (Last Order 9:15pm)Fri-Sat & Eve of PH: 11:30am-2:30pm (Last Order 2:15pm), 5-10:30pm (Last Order 9:30pm)","$$$","Casual Dining, Kid Friendly, Drinks, Private Functions","Paya Lebar","18 Howard Road#01-06Novelty BizcentreSingapore (369585) ","369585","1.33421843290138","103.885796434921"
"Bollywood Spice","Bar, Indian, Fusion, Vegetarian Friendly, Local, Burgers","Mon-Sat: 11:30am-10pmClosed Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Romantic Dates","Clarke Quay","13A South Bridge RoadSingapore (058657) ","058657","1.28827143301483","103.848978584888"
"Bones 'n Barrels (Sentosa)","Indian, International","Mon-Sun: 5pm-2am","$$","Business Meetings, Casual Dining, Private Functions, Large Parties (16+)","Harbourfront, Sentosa","6 Sentosa Gateway #01-05 Sentosa Boardwalk Singapore (098072) ","098072","1.25830214200274","103.823350504845"
"Bornga (Suntec City)","Korean, BBQ","Mon-Sun: 11:30am-10pm","$$$","Business Meetings, Casual Dining, Kid Friendly","City Hall, Promenade, Marina Central","3 Temasek Boulevard #01-641/642 Suntec City Singapore (038983) ","038983","1.29432416524256","103.860371993025"
